,Items,Origin,Items grouped,Category,Unit,amount,District,VDC,Village/Ward/extra info,lat,lon,District Latitude,District Longitude,Date,Location name,type
730,Medicine - rehydration,,Medicine - rehydration,Medicine,tabs,110.0,Nuwakot,Sikre,,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, ",list
731,Sanitary pads,,Sanitary pads,Sanitation - supplies,box,2.0,Nuwakot,Sikre,,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, ",list
732,Piyush,,Piyush,Sanitation - Water purification,bottle,6.0,Nuwakot,Sikre,,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, ",list
733,Medical Kit,,Medical Kit,Medicine,unit,2.0,Dhading,ChhatreDyaurali,,27.7485,85.227,28.0,84.91667,2015-05-07,"ChhatreDyaurali, ",list
734,Medicine - rehydration,,Medicine - rehydration,Medicine,box,1.0,Dhading,ChhatreDyaurali,,27.7485,85.227,28.0,84.91667,2015-05-07,"ChhatreDyaurali, ",list
735,Tarp,,Tarp,Shelter,unit,10.0,Dhading,ChhatreDyaurali,,27.7485,85.227,28.0,84.91667,2015-05-07,"ChhatreDyaurali, ",list
736,Medical Kit,,Medical Kit,Medicine,unit,1.0,Dhading,Sangkosh,Apswara,27.9395,84.9118,28.0,84.91667,2015-05-07,"Sangkosh, Apswara",list
737,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,48.0,Dhading,Sangkosh,Apswara,27.9395,84.9118,28.0,84.91667,2015-05-07,"Sangkosh, Apswara",list
738,Blankets,,Blankets,Shelter,unit,10.0,Dhading,Sangkosh,Apswara,27.9395,84.9118,28.0,84.91667,2015-05-07,"Sangkosh, Apswara",list
739,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,25.0,Dhading,Sangkosh,Apswara,27.9395,84.9118,28.0,84.91667,2015-05-07,"Sangkosh, Apswara",list
740,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,63.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
741,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
742,Dal,,Dal,Food - Dry Food,sack,2.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
743,Noodles,,Noodles,Food - Dry Food,pack,74.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
744,Rice,,Rice,Food - Dry Food,sack,3.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
745,Salt,,Salt,Food - Dry Food,pack,8.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
746,Medicine - rehydration,,Medicine - rehydration,Medicine,box,2.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
747,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,box,2.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
748,Sanitary pads,,Sanitary pads,Sanitation - supplies,box,1.0,Kabhre Palanchok,Nala(Ugrachandi),Ugrachandi Nala,27.6591,85.5308,27.58333,85.66667,2015-05-07,"Nala(Ugrachandi), Ugrachandi Nala",list
749,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,2.0,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.993029999999997,85.2157,28.16667,85.33333,2015-05-07,"Jibjibe(Nilkantha), Kalikastan",list
750,Medicine - drug,,Medicine - drug,Medicine,tabs,500.0,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.993029999999997,85.2157,28.16667,85.33333,2015-05-07,"Jibjibe(Nilkantha), Kalikastan",list
751,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,20.0,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.993029999999997,85.2157,28.16667,85.33333,2015-05-07,"Jibjibe(Nilkantha), Kalikastan",list
752,Blankets,,Blankets,Shelter,unit,10.0,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.993029999999997,85.2157,28.16667,85.33333,2015-05-07,"Jibjibe(Nilkantha), Kalikastan",list
753,Tarp,,Tarp,Shelter,unit,50.0,Rasuwa,Jibjibe(Nilkantha),Kalikastan,27.993029999999997,85.2157,28.16667,85.33333,2015-05-07,"Jibjibe(Nilkantha), Kalikastan",list
754,Rice,,Rice,Food - Dry Food,sack,2.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
755,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
756,Medicine - rehydration,,Medicine - rehydration,Medicine,box,3.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
757,Diapers,,Diapers,Sanitation - Children supplies,box,2.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
758,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,pack,2.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
759,Piyush,,Piyush,Sanitation - Water purification,bottle,7.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
760,Tarp,,Tarp,Shelter,unit,20.0,Sindhupalchok,Badegau,Majhi Gaun,27.78326,85.61004,27.829359999999998,85.54504,2015-05-07,"Badegau, Majhi Gaun",list
761,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,52.0,Sindhupalchok,Ramche,"Battay, ChamKharkay, Bhirkuna, Binday",27.7797,85.8788,27.829359999999998,85.54504,2015-05-08,"Ramche, Battay, ChamKharkay, Bhirkuna, Binday",list
762,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,30.0,Sindhupalchok,Sindhupalchok,,27.829359999999998,85.54504,27.829359999999998,85.54504,2015-05-08,"Sindhupalchok, ",list
763,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Choukati,,27.76987,85.95853000000001,27.829359999999998,85.54504,2015-05-08,"Choukati, ",list
764,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,30.0,Sindhupalchok,Choukati,,27.76987,85.95853000000001,27.829359999999998,85.54504,2015-05-08,"Choukati, ",list
765,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,110.0,Sindhupalchok,Choukati,,27.76987,85.95853000000001,27.829359999999998,85.54504,2015-05-08,"Choukati, ",list
766,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Thampal Chhap,Dhap,29.7814,80.5145,27.829359999999998,85.54504,2015-05-08,"Thampal Chhap, Dhap",list
767,Rice,,Rice,Food - Dry Food,sack,10.0,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,2015-05-08,"BhimesworN.P., Sakine",list
768,Medical Kit,,Medical Kit,Medicine,unit,2.0,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,2015-05-08,"BhimesworN.P., Sakine",list
769,Blankets,,Blankets,Shelter,unit,50.0,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,2015-05-08,"BhimesworN.P., Sakine",list
770,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,2.0,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,2015-05-08,"BhimesworN.P., Sakine",list
771,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,55.0,Dolakha,BhimesworN.P.,Sakine,27.66517,86.05285,27.83333,86.25,2015-05-08,"BhimesworN.P., Sakine",list
772,Medical Kit,,Medical Kit,Medicine,unit,2.0,Kathmandu District,Gonggabu,,27.7433,85.31991,27.707040000000003,85.33218000000001,2015-05-08,"Gonggabu, ",list
773,Dal,,Dal,Food - Dry Food,sack,4.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
774,Rice,,Rice,Food - Dry Food,sack,20.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
775,Oil,,Oil,Food - Dry Food,bottle,60.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
776,Salt,,Salt,Food - Dry Food,pack,125.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
777,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
778,Piyush,,Piyush,Sanitation - Water purification,bottle,6.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
779,Tarp,,Tarp,Shelter,unit,51.0,Sindhupalchok,Atarpur,,27.671390000000002,85.88846,27.829359999999998,85.54504,2015-05-08,"Atarpur, ",list
780,Biscuits,,Biscuits,Food - Dry Food,box,1.0,Sindhupalchok,Kadambas,Lapsey,27.723940000000002,85.76373000000001,27.829359999999998,85.54504,2015-05-08,"Kadambas, Lapsey",list
781,Dal,,Dal,Food - Dry Food,pack,2.0,Sindhupalchok,Kadambas,Lapsey,27.723940000000002,85.76373000000001,27.829359999999998,85.54504,2015-05-08,"Kadambas, Lapsey",list
782,Noodles,,Noodles,Food - Dry Food,box,1.0,Sindhupalchok,Kadambas,Lapsey,27.723940000000002,85.76373000000001,27.829359999999998,85.54504,2015-05-08,"Kadambas, Lapsey",list
783,Rice,,Rice,Food - Dry Food,pack,5.0,Sindhupalchok,Kadambas,Lapsey,27.723940000000002,85.76373000000001,27.829359999999998,85.54504,2015-05-08,"Kadambas, Lapsey",list
784,Rice,,Rice,Food - Dry Food,sack,2.0,Lamjung,Bhulbhule,,28.303259999999998,84.41636,28.25,84.41667,2015-05-08,"Bhulbhule, ",list
785,Medical Kit,,Medical Kit,Medicine,unit,2.0,Sindhupalchok,Ramche,"Battay, ChamKharkay, Bhirkuna, Binday",27.7797,85.8788,27.829359999999998,85.54504,2015-05-08,"Ramche, Battay, ChamKharkay, Bhirkuna, Binday",list
786,Medical Kit,,Medical Kit,Medicine,unit,2.0,Kathmandu District,Ramkot,Nagarjun,27.718790000000002,85.25633,27.707040000000003,85.33218000000001,2015-05-09,"Ramkot, Nagarjun",list
787,Piyush,,Piyush,Sanitation - Water purification,bottle,10.0,Kathmandu District,Ramkot,Nagarjun,27.718790000000002,85.25633,27.707040000000003,85.33218000000001,2015-05-09,"Ramkot, Nagarjun",list
788,Tarp,,Tarp,Shelter,unit,25.0,Makwanpur,Fakhel,,27.6164,85.21401999999999,27.41667,85.25,2015-05-09,"Fakhel, ",list
789,Medical Kit,,Medical Kit,Medicine,unit,1.0,Kathmandu District,KathmanduN.P.,Swayambunath,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-09,"KathmanduN.P., Swayambunath",list
790,Medical Kit,,Medical Kit,Medicine,unit,3.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
791,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,200.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
792,Sanitary pads,,Sanitary pads,Sanitation - supplies,box,1.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
793,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,250.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
794,Rice,,Rice,Food - Dry Food,sack,16.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
795,Dal,,Dal,Food - Dry Food,sack,2.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
796,Blankets,,Blankets,Shelter,unit,100.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
797,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,10.0,Dolakha,Suri,and also Lamabagar District,27.72942,86.23623,27.83333,86.25,2015-05-09,"Suri, and also Lamabagar District",list
798,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,40.0,Lalitpur,Badikhel,,27.5887,85.3532,27.58333,85.33333,2015-05-09,"Badikhel, ",list
799,Tarp,,Tarp,Shelter,unit,1.0,Kathmandu District,Gonggabu,,27.7433,85.31991,27.707040000000003,85.33218000000001,2015-05-09,"Gonggabu, ",list
800,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,215.0,Ramechhap,Lakhanpur,,27.563240000000004,85.86010999999999,27.3303,86.06458,2015-05-10,"Lakhanpur, ",list
801,Medical Kit,,Medical Kit,Medicine,unit,1.0,Ramechhap,Lakhanpur,,27.563240000000004,85.86010999999999,27.3303,86.06458,2015-05-10,"Lakhanpur, ",list
802,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,100.0,Ramechhap,Lakhanpur,,27.563240000000004,85.86010999999999,27.3303,86.06458,2015-05-10,"Lakhanpur, ",list
803,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,4.0,Ramechhap,Lakhanpur,,27.563240000000004,85.86010999999999,27.3303,86.06458,2015-05-10,"Lakhanpur, ",list
804,Sanitary pads,,Sanitary pads,Sanitation - supplies,unit,24.0,Sindhupalchok,Jalbire,Selang ward 4,27.821479999999998,85.78307,27.829359999999998,85.54504,2015-05-10,"Jalbire, Selang ward 4",list
805,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,75.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
806,Rice,,Rice,Food - Dry Food,sack,12.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
807,Dal,,Dal,Food - Dry Food,pack,50.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
808,Salt,,Salt,Food - Dry Food,pack,15.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
809,Lime,,Lime,Shelter,pack,10.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
810,Medical Kit,,Medical Kit,Medicine,unit,3.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
811,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,10.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
812,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,2.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
813,Noodles,,Noodles,Food - Dry Food,box,1.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
814,Medicine - rehydration,,Medicine - rehydration,Medicine,box,5.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
815,Sanitary pads,,Sanitary pads,Sanitation - supplies,unit,20.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
816,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,100.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
817,Lito- baby food,,Lito- baby food,Sanitation - Children supplies,pack,5.0,Dhading,Nalang,Pipal Nalang,27.8701,84.8381,28.0,84.91667,2015-05-10,"Nalang, Pipal Nalang",list
818,Tarp,,Tarp,Shelter,unit,40.0,Lalitpur,Ikudol,,27.4822,85.3182,27.58333,85.33333,2015-05-10,"Ikudol, ",list
819,Rice,,Rice,Food - Dry Food,sack,4.0,Lalitpur,Ikudol,,27.4822,85.3182,27.58333,85.33333,2015-05-10,"Ikudol, ",list
820,Medicine - rehydration,,Medicine - rehydration,Medicine,tabs,100.0,Lalitpur,Ikudol,,27.4822,85.3182,27.58333,85.33333,2015-05-10,"Ikudol, ",list
821,Medical Kit,,Medical Kit,Medicine,unit,2.0,Kathmandu District,KirtipurN.P.,,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-10,"KirtipurN.P., ",list
822,Tarp,,Tarp,Shelter,unit,3.0,Kathmandu District,Lapsephedi,,27.761609999999997,85.49094000000001,27.707040000000003,85.33218000000001,2015-05-10,"Lapsephedi, ",list
823,Medicine - rehydration,,Medicine - rehydration,Medicine,box,7.0,Nuwakot,Gaunkharka,wards 1 to 9,27.938129999999997,85.44309,27.964000000000002,83.0549,2015-05-11,"Gaunkharka, wards 1 to 9",list
824,Diapers,,Diapers,Sanitation - Children supplies,box,1.0,Nuwakot,Gaunkharka,wards 1 to 9,27.938129999999997,85.44309,27.964000000000002,83.0549,2015-05-11,"Gaunkharka, wards 1 to 9",list
825,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,box,5.0,Nuwakot,Gaunkharka,wards 1 to 9,27.938129999999997,85.44309,27.964000000000002,83.0549,2015-05-11,"Gaunkharka, wards 1 to 9",list
826,Medical Kit,,Medical Kit,Medicine,unit,1.0,Nuwakot,Gaunkharka,wards 1 to 9,27.938129999999997,85.44309,27.964000000000002,83.0549,2015-05-11,"Gaunkharka, wards 1 to 9",list
827,Rice,,Rice,Food - Dry Food,sack,2.0,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,2015-05-11,"Budhakhani, ",list
828,Dal,,Dal,Food - Dry Food,pack,13.0,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,2015-05-11,"Budhakhani, ",list
829,Noodles,,Noodles,Food - Dry Food,box,5.0,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,2015-05-11,"Budhakhani, ",list
830,Biscuits,,Biscuits,Food - Dry Food,box,3.0,Kabhre Palanchok,Budhakhani,,27.4169,85.6762,27.58333,85.66667,2015-05-11,"Budhakhani, ",list
831,Salt,,Salt,Food - Dry Food,pack,25.0,Kabhre Palanchok,ChandeniMandan,Chandeni/Davagaon - ward 6,27.7028,85.65899999999999,27.58333,85.66667,2015-05-11,"ChandeniMandan, Chandeni/Davagaon - ward 6",list
832,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,50.0,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-12,"Kakani, Wards 6, 8, 3",list
833,Rice,,Rice,Food - Dry Food,sack,5.0,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-12,"Kakani, Wards 6, 8, 3",list
834,Dal,,Dal,Food - Dry Food,sack,1.0,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-12,"Kakani, Wards 6, 8, 3",list
835,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,5.0,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-12,"Kakani, Wards 6, 8, 3",list
836,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,240.0,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-12,"Kakani, Wards 6, 8, 3",list
837,Medical Kit,,Medical Kit,Medicine,unit,2.0,Nuwakot,Kakani,"Wards 6, 8, 3",27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-12,"Kakani, Wards 6, 8, 3",list
838,Medical Kit,,Medical Kit,Medicine,unit,3.0,Kathmandu District,KathmanduN.P.,"Government hospitals in KTM, Bhaktapur and Lalitpur",27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-13,"KathmanduN.P., Government hospitals in KTM, Bhaktapur and Lalitpur",list
839,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,220.0,Solukhumbu,Sotang,and also Gudel and Chheskam VDCs,27.48637,86.79013,27.75,86.75,2015-05-14,"Sotang, and also Gudel and Chheskam VDCs",list
840,Plastic rolls (UNCHR),UNHCR,Plastic rolls (UNCHR),Shelter,unit,10.0,Solukhumbu,Sotang,and also Gudel and Chheskam VDCs,27.48637,86.79013,27.75,86.75,2015-05-14,"Sotang, and also Gudel and Chheskam VDCs",list
841,Tarp,,Tarp,Shelter,unit,15.0,Solukhumbu,Salleri,Dudkunda Village,27.50518,86.58393000000001,27.75,86.75,2015-05-14,"Salleri, Dudkunda Village",list
842,Medical Kit,,Medical Kit,Medicine,unit,1.0,Rasuwa,Bhorle,,27.987679999999997,85.24388,28.16667,85.33333,2015-05-14,"Bhorle, ",list
843,Tarp,,Tarp,Shelter,unit,100.0,Lalitpur,Lamatar,Mahalaxmi Nagu,27.6252,85.3996,27.58333,85.33333,2015-05-14,"Lamatar, Mahalaxmi Nagu",list
844,Rice,,Rice,Food - Dry Food,sack,10.0,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.823040000000002,86.12946,27.83333,86.25,2015-05-14,"Chilankha, ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",list
845,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,50.0,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.823040000000002,86.12946,27.83333,86.25,2015-05-14,"Chilankha, ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",list
846,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,1.0,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.823040000000002,86.12946,27.83333,86.25,2015-05-14,"Chilankha, ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",list
847,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,3.0,Dolakha,Chilankha,"ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",27.823040000000002,86.12946,27.83333,86.25,2015-05-14,"Chilankha, ward 9 - by car to Sifal, then helicopter drop off to Chilankha (Minu Silwal 014490516",list
848,Tarp,,Tarp,Shelter,unit,2.0,Kathmandu District,Jorpati,,27.724159999999998,85.37980999999999,27.707040000000003,85.33218000000001,2015-05-14,"Jorpati, ",list
849,Rice,,Rice,Food - Dry Food,sack,10.0,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33256999999999,27.3303,86.06458,2015-05-14,"Chuchure, For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing",list
850,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,2.0,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33256999999999,27.3303,86.06458,2015-05-14,"Chuchure, For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing",list
851,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,140.0,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33256999999999,27.3303,86.06458,2015-05-14,"Chuchure, For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing",list
852,Dal,,Dal,Food - Dry Food,sack,1.0,Ramechhap,Chuchure,For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing,27.61682,86.33256999999999,27.3303,86.06458,2015-05-14,"Chuchure, For distribution details see: https://docs.google.com/document/d/1ztdIUnVq0GfZg5M4u3fuxnBlkhOxtyGYaz58dUslMeo/edit?usp=sharing",list
