Items,Origin,Items grouped,Item group filter,Category,Unit,amount,"FSC - KGs (sack=25, pack=1, box=4.5)",FSC - Total KGs,Mission,District,VDC,Village/Ward/extra info,VDC Latitude,VDC Longitude,District Latitude,District Longitude,Date
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,4,Undefined,#VALUE!,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,,Rice,,Food - Dry Food,sack,30,25,750,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,,Dal,,Food - Dry Food,sack,4,25,100,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,,Salt,,Food - Dry Food,pack,1,1,1,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,,Blankets,,Shelter,unit,100,Undefined,#VALUE!,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 15/5 *08,Dolakha,Sahare,,27.5027,86.12413,27.83333,86.25,15-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 15/5 *09,Rasuwa,Bhorle,,27.98768,85.24388,28.16667,85.33333,15-May-15
,,Tarp,,Shelter,unit,2,Undefined,#VALUE!,MISSION 15/5 *09,Rasuwa,Bhorle,,27.98768,85.24388,28.16667,85.33333,15-May-15
,,Medicine - rehydration,,Medicine,box,10,Undefined,#VALUE!,MISSION 15/5 *09,Rasuwa,Bhorle,,27.98768,85.24388,28.16667,85.33333,15-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 16/5 *01,Sindhupalchok,Dhuyang,Jyanling,27.85199,85.85637,27.82936,85.54504,16-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 15/5 *10,Rasuwa,Yarsa,Arukharka,28.03559,85.30384,28.16667,85.33333,15-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 11/5 nosheet #01,Rasuwa,Bridhim,,28.18921,85.37507,28.16667,85.33333,11-May-15
,,Blankets,,Shelter,unit,100,Undefined,#VALUE!,MISSION 11/5 nosheet #01,Rasuwa,Bridhim,,28.18921,85.37507,28.16667,85.33333,11-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,1070,Undefined,#VALUE!,MISSION 16/5 *02,Khotang,RakhaBangdel,"R.Maheswori, RakhaDipsung, Sungdel",27.384,86.8205,27.25,86.83333,16-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,18,Undefined,#VALUE!,MISSION 16/5 *02,Khotang,RakhaBangdel,"R.Maheswori, RakhaDipsung, Sungdel",27.384,86.8205,27.25,86.83333,16-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,75,Undefined,#VALUE!,MISSION 16/5 *03,Rasuwa,Timure,and also Bridhim VDC,28.2524,85.39284,28.16667,85.33333,16-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,15,Undefined,#VALUE!,MISSION 16/5 *03,Rasuwa,Timure,and also Bridhim VDC,28.2524,85.39284,28.16667,85.33333,16-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 16/5 *03,Rasuwa,Timure,and also Bridhim VDC,28.2524,85.39284,28.16667,85.33333,16-May-15
,India,Tarp,,Shelter,unit,24,Undefined,#VALUE!,MISSION 16/5 *04,Kathmandu District,KathmanduN.P.,Swayambu Langtang Camp,27.70731,85.32218,27.70704,85.33218,16-May-15
,,Mosquito Nets,,Shelter,unit,40,Undefined,#VALUE!,MISSION 16/5 *04,Kathmandu District,KathmanduN.P.,Swayambu Langtang Camp,27.70731,85.32218,27.70704,85.33218,16-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,50,Undefined,#VALUE!,MISSION 16/5 *05,Dolakha,LakuriDada,Khari Dhurga,27.68601,85.9619,27.83333,86.25,16-May-15
,,Rice,,Food - Dry Food,sack,4,25,100,MISSION 16/5 *05,Dolakha,LakuriDada,Khari Dhurga,27.68601,85.9619,27.83333,86.25,16-May-15
,,Salt,,Food - Dry Food,pack,30,1,30,MISSION 16/5 *05,Dolakha,LakuriDada,Khari Dhurga,27.68601,85.9619,27.83333,86.25,16-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,100,Undefined,#VALUE!,MISSION 16/5 *06,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28,84.91667,16-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 16/5 *06,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28,84.91667,16-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 16/5 *06,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28,84.91667,16-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 16/5 *06,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28,84.91667,16-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,500,Undefined,#VALUE!,MISSION 16/5 *07,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,16-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,15,Undefined,#VALUE!,MISSION 16/5 *07,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,16-May-15
,,Blankets,,Shelter,unit,150,Undefined,#VALUE!,MISSION 16/5 *07,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,16-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,3,Undefined,#VALUE!,MISSION 16/5 *07,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,16-May-15
,,Tarp,,Shelter,unit,12,Undefined,#VALUE!,MISSION 14/5 *08,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.66734,85.41673,14-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,15,Undefined,#VALUE!,MISSION 16/5 *08,Rasuwa,Gatlang,and Syafru VDC,28.16426,85.26809,28.16667,85.33333,16-May-15
,,Rice,,Food - Dry Food,sack,10,25,250,MISSION 16/5 *09,Dolakha,Chhetrapa,Yobo village,27.66913,86.13334,27.83333,86.25,16-May-15
,,Medicine - drug,,Medicine,unit,132,Undefined,#VALUE!,MISSION 14/5 *09,Kathmandu District,KathmanduN.P.,TU Teaching Hospital ICU,27.70731,85.32218,27.70704,85.33218,14-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,60,Undefined,#VALUE!,MISSION 16/5 *10,Gorkha,Thumi,,28.1314,84.8216,28.33333,84.83333,16-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,245,Undefined,#VALUE!,MISSION 17/5 *01,Gorkha,Chhoprak,"Gaira, Jaisithok, Phirphire, Arubot, ward 8",28.0556,84.5881,28.33333,84.83333,17-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,1,Undefined,#VALUE!,MISSION 17/5 *01,Gorkha,Chhoprak,"Gaira, Jaisithok, Phirphire, Arubot, ward 8",28.0556,84.5881,28.33333,84.83333,17-May-15
,India,Tarp,,Shelter,unit,240,Undefined,#VALUE!,MISSION 17/5 *02,Ramechhap,Gumdel,wards 1 to 9,27.64091,86.42334,27.3303,86.06458,17-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,2,Undefined,#VALUE!,MISSION 17/5 *02,Ramechhap,Gumdel,wards 1 to 9,27.64091,86.42334,27.3303,86.06458,17-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,6,Undefined,#VALUE!,MISSION 17/5 *02,Ramechhap,Gumdel,wards 1 to 9,27.64091,86.42334,27.3303,86.06458,17-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,1,Undefined,#VALUE!,MISSION 17/5 *03,Ramechhap,Gumdel,and BamtiBhandar - Bhanelar/Deurali/Lapchane/Thodung/Serding,27.64091,86.42334,27.3303,86.06458,17-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,250,Undefined,#VALUE!,MISSION 17/5 *03,Ramechhap,Gumdel,and BamtiBhandar - Bhanelar/Deurali/Lapchane/Thodung/Serding,27.64091,86.42334,27.3303,86.06458,17-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,259,Undefined,#VALUE!,MISSION 17/5 *04,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06542,27.3303,86.06458,17-May-15
,UNHCR,Plastic rolls (UNCHR),,Shelter,unit,2,Undefined,#VALUE!,MISSION 17/5 *04,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06542,27.3303,86.06458,17-May-15
,India,Tarp,,Shelter,unit,141,Undefined,#VALUE!,MISSION 17/5 *04,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06542,27.3303,86.06458,17-May-15
,,Blankets,,Shelter,unit,150,Undefined,#VALUE!,MISSION 17/5 *04,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06542,27.3303,86.06458,17-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,31,Undefined,#VALUE!,MISSION 17/5 *04,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06542,27.3303,86.06458,17-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 17/5 *04,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06542,27.3303,86.06458,17-May-15
,India,Tarp,,Shelter,unit,100,Undefined,#VALUE!,MISSION 17/5 *05,Kathmandu District,KathmanduN.P.,Jyabahal,27.70731,85.32218,27.70704,85.33218,17-May-15
,India,Tarp,,Shelter,unit,45,Undefined,#VALUE!,MISSION 17/5 *06,Sindhupalchok,Sangachok,Jalkeni,27.69532,85.72073,27.82936,85.54504,17-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 17/5 *06,Sindhupalchok,Sangachok,Jalkeni,27.69532,85.72073,27.82936,85.54504,17-May-15
,India,Tarp,,Shelter,unit,45,Undefined,#VALUE!,MISSION 17/5 *07,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,17-May-15
,,Blankets,,Shelter,unit,75,Undefined,#VALUE!,MISSION 17/5 *07,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,17-May-15
,,Rice,,Food - Dry Food,sack,72,25,1800,MISSION 17/5 *07,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,17-May-15
,,Oil,,Food - Dry Food,bottle,72,1,72,MISSION 17/5 *07,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,17-May-15
,,Salt,,Food - Dry Food,pack,72,1,72,MISSION 17/5 *07,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,17-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,200,Undefined,#VALUE!,MISSION 15/5 *11,Sindhupalchok,Pagretar,,27.74616,85.84449,27.82936,85.54504,17-May-15
,India,Tarp,,Shelter,unit,30,Undefined,#VALUE!,MISSION 17/5 *08,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,17-May-15
,,Blankets,,Shelter,unit,30,Undefined,#VALUE!,MISSION 17/5 *08,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,17-May-15
,,Food packages,,Food - Supplies,unit,220,Undefined,#VALUE!,MISSION 17/5 *08,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,17-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 17/5 *08,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,17-May-15
,,Water,,Food - Drinks,box,5,Undefined,#VALUE!,MISSION 17/5 *08,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,17-May-15
,,Biscuits,,Food - Dry Food,box,5,4.5,22.5,MISSION 17/5 *08,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,17-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 17/7 *09,Rasuwa,Bhorle,wards 1 to 9,27.98768,85.24388,28.16667,85.33333,17-May-15
,,Blankets,,Shelter,unit,200,Undefined,#VALUE!,MISSION 17/5 *10,Solukhumbu,ChauriKharka,,27.7139,86.73652,27.75,86.75,17-May-15
,India,Tarp,,Shelter,unit,250,Undefined,#VALUE!,MISSION 17/5 *10,Solukhumbu,ChauriKharka,,27.7139,86.73652,27.75,86.75,17-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,20,Undefined,#VALUE!,MISSION 17/5 *10,Solukhumbu,ChauriKharka,,27.7139,86.73652,27.75,86.75,17-May-15
,India,Tarp,,Shelter,unit,21,Undefined,#VALUE!,MISSION 17/5 *11,Kabhre Palanchok,Machchhegaun,Dungetar village ward 7,27.4687,85.7881,27.58333,85.66667,17-May-15
,India,Tarp,,Shelter,unit,10,Undefined,#VALUE!,MISSION 17/5 *12,Kathmandu District,KathmanduN.P.,Temples around the KTM Valley,27.70731,85.32218,27.70704,85.33218,17-May-15
,India,Tarp,,Shelter,unit,40,Undefined,#VALUE!,MISSION 18/5 *01,Gorkha,Ghyalchok,Beni Gau ward 4,27.8239,84.7338,28.33333,84.83333,18-May-15
,India,Tarp,,Shelter,unit,10,Undefined,#VALUE!,MISSION 18/5 *02,Bhaktapur,BhaktapurN.P.,Dattataray Square,27.6748,85.4319,27.66734,85.41673,18-May-15
,India,Tarp,,Shelter,unit,159,Undefined,#VALUE!,MISSION 17/5 *13,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,17-May-15
,,Tarp,,Shelter,unit,1,Undefined,#VALUE!,MISSION 12/5 *02,Kathmandu District,KathmanduN.P.,New Baneshwor - ward 10,27.70731,85.32218,27.70704,85.33218,12-May-15
,,Tarp,,Shelter,unit,1,Undefined,#VALUE!,MISSION 15/5 *12,Kathmandu District,KathmanduN.P.,Chhetrapati,27.70731,85.32218,27.70704,85.33218,15-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 18/5 *03,Kathmandu District,Sundarijal,"Sundarijal, Okhreni, Chilaunegaun - ward 6",27.78073,85.42793,27.70704,85.33218,18-May-15
,India,Tarp,,Shelter,unit,65,Undefined,#VALUE!,MISSION 18/5 *03,Kathmandu District,Sundarijal,"Sundarijal, Okhreni, Chilaunegaun - ward 6",27.78073,85.42793,27.70704,85.33218,18-May-15
,India,Tarp,,Shelter,unit,261,Undefined,#VALUE!,MISSION 18/5 *04,Dolakha,Katakuti,and also Bhusapheda VDC,27.62756,85.9923,27.83333,86.25,18-May-15
,,Blankets,,Shelter,unit,136,Undefined,#VALUE!,MISSION 18/5 *04,Dolakha,Katakuti,and also Bhusapheda VDC,27.62756,85.9923,27.83333,86.25,18-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,4,Undefined,#VALUE!,MISSION 18/5 *04,Dolakha,Katakuti,and also Bhusapheda VDC,27.62756,85.9923,27.83333,86.25,18-May-15
,India,Tarp,,Shelter,unit,45,Undefined,#VALUE!,MISSION 18/5 *05,Kabhre Palanchok,KartikeDeurali,,27.5472,85.802,27.58333,85.66667,18-May-15
,,Blankets,,Shelter,unit,45,Undefined,#VALUE!,MISSION 18/5 *05,Kabhre Palanchok,KartikeDeurali,,27.5472,85.802,27.58333,85.66667,18-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,5,Undefined,#VALUE!,MISSION 18/5 *06,Sindhupalchok,Pagretar,"Swora, ward 6 & 7",27.74616,85.84449,27.82936,85.54504,18-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,2,Undefined,#VALUE!,MISSION 18/5 *06,Sindhupalchok,Pagretar,"Swora, ward 6 & 7",27.74616,85.84449,27.82936,85.54504,18-May-15
,India,Tarp,,Shelter,unit,44,Undefined,#VALUE!,MISSION 18/5 *06,Sindhupalchok,Pagretar,"Swora, ward 6 & 7",27.74616,85.84449,27.82936,85.54504,18-May-15
,India,Tarp,,Shelter,unit,60,Undefined,#VALUE!,MISSION 18/5 *07,Ramechhap,Duragau,"Khatinga wards 4, 5, 6",27.46642,86.23541,27.3303,86.06458,18-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 18/5 *07,Ramechhap,Duragau,"Khatinga wards 4, 5, 6",27.46642,86.23541,27.3303,86.06458,18-May-15
,,Blankets,,Shelter,unit,25,Undefined,#VALUE!,MISSION 18/5 *08,Kathmandu District,KathmanduN.P.,Sapkota (?),27.70731,85.32218,27.70704,85.33218,18-May-15
,India,Tarp,,Shelter,unit,48,Undefined,#VALUE!,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Blankets,,Shelter,unit,48,Undefined,#VALUE!,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Mosquito Nets,,Shelter,unit,48,Undefined,#VALUE!,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Rice,,Food - Dry Food,sack,5,25,125,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Dal,,Food - Dry Food,sack,2,25,50,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Noodles,,Food - Dry Food,box,3,4.5,13.5,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Biscuits,,Food - Dry Food,box,1,4.5,4.5,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,,Sugar,,Food - Dry Food,sack,2,25,50,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,2,Undefined,#VALUE!,MISSION 18/5 *09,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,18-May-15
,India,Tarp,,Shelter,unit,35,Undefined,#VALUE!,MISSION 18/5 *10,Kathmandu District,KathmanduN.P.,,27.70731,85.32218,27.70704,85.33218,18-May-15
,India,Tarp,,Shelter,unit,20,Undefined,#VALUE!,MISSION 18/5 *11,Kabhre Palanchok,KartikeDeurali,Bhanjyang,27.5472,85.802,27.58333,85.66667,18-May-15
,India,Tarp,,Shelter,unit,250,Undefined,#VALUE!,MISSION 18/5 *12,Bhaktapur,Nagarkot,"Rohini, Chisapani, Bakhrigaun, Takurigaun",27.7137,85.5031,27.66734,85.41673,18-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,6,Undefined,#VALUE!,MISSION 18/5 *13,Kathmandu District,KathmanduN.P.,Balaju,27.70731,85.32218,27.70704,85.33218,18-May-15
,,Colour pencils,,Psychosocial support - Children supplies,pack,4,Undefined,#VALUE!,MISSION 18/5 *13,Kathmandu District,KathmanduN.P.,Balaju,27.70731,85.32218,27.70704,85.33218,18-May-15
,,Colour pencils,,Psychosocial support - Children supplies,pack,50,Undefined,#VALUE!,MISSION 18/5 *14,Dhading,Marpak,Nirachowk,28.0135,84.9646,28,84.91667,18-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,100,Undefined,#VALUE!,MISSION 18/5 *14,Dhading,Marpak,Nirachowk,28.0135,84.9646,28,84.91667,18-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,6,Undefined,#VALUE!,MISSION 18/5 *14,Dhading,Marpak,Nirachowk,28.0135,84.9646,28,84.91667,18-May-15
,,Medical Kit,,Medicine,unit,3,Undefined,#VALUE!,MISSION 19/5 *01,Sindhupalchok,Jethal,"Jethal wards 1, 2, 3",27.6988,85.91502,27.82936,85.54504,19-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 19/5 *02,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.82936,85.54504,19-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 19/5 *02,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.82936,85.54504,19-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 19/5 *02,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.82936,85.54504,19-May-15
,,Rice,,Food - Dry Food,sack,8,25,200,MISSION 19/5 *02,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.82936,85.54504,19-May-15
,India,Tarp,,Shelter,unit,200,Undefined,#VALUE!,MISSION 19/5 *02,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.82936,85.54504,19-May-15
,India,Tarp,,Shelter,unit,200,Undefined,#VALUE!,MISSION 19/5 *03,Ramechhap,Those,and also Khimti VDC,27.57869,86.2721,27.3303,86.06458,19-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,10,Undefined,#VALUE!,MISSION 19/5 *03,Ramechhap,Those,and also Khimti VDC,27.57869,86.2721,27.3303,86.06458,19-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 19/5 *03,Ramechhap,Those,and also Khimti VDC,27.57869,86.2721,27.3303,86.06458,19-May-15
,,Rice,,Food - Dry Food,sack,2,25,50,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,5,Undefined,#VALUE!,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,,Dal,,Food - Dry Food,sack,1,25,25,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,32,Undefined,#VALUE!,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,40,Undefined,#VALUE!,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,,Lime,,Shelter,pack,10,Undefined,#VALUE!,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,,Tools (hardware),,Shelter,unit,35,Undefined,#VALUE!,MISSION 19/5 *04,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,19-May-15
,India,Tarp,,Shelter,unit,110,Undefined,#VALUE!,MISSION 19/5 *05,Solukhumbu,Kaku,"Babarka, Worwo",27.49361,86.65329,27.75,86.75,19-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 19/5 *05,Solukhumbu,Kaku,"Babarka, Worwo",27.49361,86.65329,27.75,86.75,19-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,15,Undefined,#VALUE!,MISSION 19/5 *05,Solukhumbu,Kaku,"Babarka, Worwo",27.49361,86.65329,27.75,86.75,19-May-15
,,Sketch book,,Psychosocial support - Children supplies,unit,80,Undefined,#VALUE!,MISSION 20/5 *01,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28,84.91667,20-May-15
,,Colour pencils,,Psychosocial support - Children supplies,unit,40,Undefined,#VALUE!,MISSION 20/5 *01,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28,84.91667,20-May-15
,,Pencils,,Psychosocial support - Children supplies,unit,4,Undefined,#VALUE!,MISSION 20/5 *01,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28,84.91667,20-May-15
,,Eraser,,Psychosocial support - Children supplies,unit,30,Undefined,#VALUE!,MISSION 20/5 *01,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28,84.91667,20-May-15
,India,Tarp,,Shelter,unit,105,Undefined,#VALUE!,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,6,Undefined,#VALUE!,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,,Blankets,,Shelter,unit,50,Undefined,#VALUE!,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,,Dal,,Food - Dry Food,sack,6,25,150,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,,Salt,,Food - Dry Food,sack,1,25,25,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,4,Undefined,#VALUE!,MISSION 20/5 *02,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.96567,85.1539,27.964,83.0549,20-May-15
,India,Tarp,,Shelter,unit,60,Undefined,#VALUE!,MISSION 20/5 *03,Sindhupalchok,Dhuyang,Deurali Chalasi ward 6,27.85199,85.85637,27.82936,85.54504,20-May-15
,UNHCR,Solar Lamps/Chargers (UNHCR),,Shelter,unit,20,Undefined,#VALUE!,MISSION 20/5 *04,Sindhupalchok,Dhuyang,"Jhyamling, Ghimpche",27.85199,85.85637,27.82936,85.54504,20-May-15
,,Rice,,Food - Dry Food,sack,250,25,6250,MISSION 20/5 *04,Sindhupalchok,Dhuyang,"Jhyamling, Ghimpche",27.85199,85.85637,27.82936,85.54504,20-May-15
,,Pregnancy Kit,,Sanitation - supplies,unit,10,Undefined,#VALUE!,MISSION 20/5 *04,Sindhupalchok,Dhuyang,"Jhyamling, Ghimpche",27.85199,85.85637,27.82936,85.54504,20-May-15
